date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2022-05-13,8.02,5.68,450,"1992-05-06 2021-05-20",83.08,13.34,450,"1992-05-06 2021-05-20",18.64,5.41,450,"1992-05-06 2021-05-20",24.39,7.85,450,"1992-05-06 2021-05-20",1.13,5.43,450,"1992-05-06 2021-05-20",41.16,16.42,450,"1992-05-06 2021-05-20",6.52,3.98,450,"1992-05-06 2021-05-20",4.56,4.37,450,"1992-05-06 2021-05-20",2.29,5.17,450,"1992-05-06 2021-05-20",2.27,5.16,450,"1992-05-06 2021-05-20",0.01,0.22,450,"1992-05-06 2021-05-20",0,0.29,435,"1992-05-06 2021-05-20",21266,7166.74,90,"2016-05-06 2021-05-20"
2022-05-12,7.77,5.67,450,"1992-05-05 2021-05-19",82.88,13.52,450,"1992-05-05 2021-05-19",18.43,5.32,450,"1992-05-05 2021-05-19",24.45,7.81,450,"1992-05-05 2021-05-19",0.91,5.44,450,"1992-05-05 2021-05-19",41.07,16.65,450,"1992-05-05 2021-05-19",6.37,3.94,450,"1992-05-05 2021-05-19",4.59,4.32,450,"1992-05-05 2021-05-19",2.34,5.44,450,"1992-05-05 2021-05-19",2.32,5.43,450,"1992-05-05 2021-05-19",0.01,0.22,450,"1992-05-05 2021-05-19",0,0.29,435,"1992-05-05 2021-05-19",20923,7539.33,90,"2016-05-05 2021-05-19"
2022-05-11,7.6,5.65,450,"1992-05-04 2021-05-18",82.62,13.64,450,"1992-05-04 2021-05-18",18.29,5.32,450,"1992-05-04 2021-05-18",24.69,7.85,450,"1992-05-04 2021-05-18",0.77,5.39,450,"1992-05-04 2021-05-18",41.05,16.8,450,"1992-05-04 2021-05-18",6.25,3.96,450,"1992-05-04 2021-05-18",4.63,4.29,450,"1992-05-04 2021-05-18",2.34,5.46,450,"1992-05-04 2021-05-18",2.32,5.45,450,"1992-05-04 2021-05-18",0.01,0.22,450,"1992-05-04 2021-05-18",0,0.29,435,"1992-05-04 2021-05-18",20469,7737.77,90,"2016-05-04 2021-05-18"
2022-05-10,7.45,5.6,450,"1992-05-03 2021-05-17",82.71,13.89,450,"1992-05-03 2021-05-17",18.11,5.37,450,"1992-05-03 2021-05-17",24.79,7.95,450,"1992-05-03 2021-05-17",0.62,5.35,450,"1992-05-03 2021-05-17",41.08,17.1,450,"1992-05-03 2021-05-17",6.17,3.92,450,"1992-05-03 2021-05-17",4.66,4.27,450,"1992-05-03 2021-05-17",2.31,5.4,450,"1992-05-03 2021-05-17",2.29,5.4,450,"1992-05-03 2021-05-17",0.01,0.22,450,"1992-05-03 2021-05-17",0,0.29,435,"1992-05-03 2021-05-17",19718,8105.83,90,"2016-05-03 2021-05-17"
2022-05-09,7.33,5.6,450,"1992-05-02 2021-05-16",82.73,14.01,450,"1992-05-02 2021-05-16",17.94,5.43,450,"1992-05-02 2021-05-16",24.91,7.85,450,"1992-05-02 2021-05-16",0.54,5.35,450,"1992-05-02 2021-05-16",41.36,17.48,450,"1992-05-02 2021-05-16",6.1,3.92,450,"1992-05-02 2021-05-16",4.59,4.27,450,"1992-05-02 2021-05-16",2.37,5.45,450,"1992-05-02 2021-05-16",2.35,5.44,450,"1992-05-02 2021-05-16",0.01,0.22,450,"1992-05-02 2021-05-16",0,0.29,435,"1992-05-02 2021-05-16",19091,8165,90,"2016-05-02 2021-05-16"
2022-05-08,7.18,5.57,450,"1992-05-01 2021-05-15",82.84,14.28,450,"1992-05-01 2021-05-15",17.84,5.51,450,"1992-05-01 2021-05-15",24.92,7.89,450,"1992-05-01 2021-05-15",0.32,5.36,450,"1992-05-01 2021-05-15",41.02,17.56,450,"1992-05-01 2021-05-15",5.94,3.92,450,"1992-05-01 2021-05-15",4.57,4.28,450,"1992-05-01 2021-05-15",2.46,5.75,450,"1992-05-01 2021-05-15",2.44,5.75,450,"1992-05-01 2021-05-15",0.01,0.22,450,"1992-05-01 2021-05-15",0,0.29,435,"1992-05-01 2021-05-15",18279,8520.69,90,"2016-05-01 2021-05-15"
2022-05-07,6.86,5.58,450,"1992-04-30 2021-05-14",82.38,14.64,450,"1992-04-30 2021-05-14",17.62,5.59,450,"1992-04-30 2021-05-14",24.88,7.93,450,"1992-04-30 2021-05-14",0.04,5.37,450,"1992-04-30 2021-05-14",41.08,17.85,450,"1992-04-30 2021-05-14",5.71,3.92,450,"1992-04-30 2021-05-14",4.49,4.21,450,"1992-04-30 2021-05-14",2.58,5.87,450,"1992-04-30 2021-05-14",2.55,5.85,450,"1992-04-30 2021-05-14",0.02,0.25,450,"1992-04-30 2021-05-14",0,0.32,435,"1992-04-30 2021-05-14",18012,8725.22,90,"2016-04-30 2021-05-14"
2022-05-06,6.5,5.67,450,"1992-04-29 2021-05-13",81.74,14.91,450,"1992-04-29 2021-05-13",17.4,5.55,450,"1992-04-29 2021-05-13",25.02,7.96,450,"1992-04-29 2021-05-13",-0.3,5.42,450,"1992-04-29 2021-05-13",40.51,17.5,450,"1992-04-29 2021-05-13",5.47,3.97,450,"1992-04-29 2021-05-13",4.52,4.19,450,"1992-04-29 2021-05-13",2.39,5.69,450,"1992-04-29 2021-05-13",2.36,5.67,450,"1992-04-29 2021-05-13",0.02,0.25,450,"1992-04-29 2021-05-13",0,0.58,435,"1992-04-29 2021-05-13",18030,8604.52,89,"2016-04-29 2021-05-13"
2022-05-05,6.28,5.78,450,"1992-04-28 2021-05-12",81.68,14.94,450,"1992-04-28 2021-05-12",17.16,5.6,450,"1992-04-28 2021-05-12",25.15,8.11,450,"1992-04-28 2021-05-12",-0.55,5.53,450,"1992-04-28 2021-05-12",40.29,17.51,450,"1992-04-28 2021-05-12",5.28,4.03,450,"1992-04-28 2021-05-12",4.51,4.05,450,"1992-04-28 2021-05-12",2.49,5.83,450,"1992-04-28 2021-05-12",2.43,5.77,450,"1992-04-28 2021-05-12",0.06,0.78,450,"1992-04-28 2021-05-12",0,0.58,435,"1992-04-28 2021-05-12",17968,8592.28,89,"2016-04-28 2021-05-12"
2022-05-04,6.14,5.83,450,"1992-04-27 2021-05-11",81.92,15,450,"1992-04-27 2021-05-11",16.92,5.71,450,"1992-04-27 2021-05-11",25.21,8.27,450,"1992-04-27 2021-05-11",-0.75,5.56,450,"1992-04-27 2021-05-11",40.48,17.45,450,"1992-04-27 2021-05-11",5.04,4.05,450,"1992-04-27 2021-05-11",4.5,4.03,450,"1992-04-27 2021-05-11",2.47,5.62,450,"1992-04-27 2021-05-11",2.41,5.56,450,"1992-04-27 2021-05-11",0.06,0.78,450,"1992-04-27 2021-05-11",0.1,0.59,435,"1992-04-27 2021-05-11",17528,8448.17,89,"2016-04-27 2021-05-11"
2022-05-03,5.88,5.9,450,"1992-04-26 2021-05-10",81.77,15.41,450,"1992-04-26 2021-05-10",16.58,5.74,450,"1992-04-26 2021-05-10",25.26,8.26,450,"1992-04-26 2021-05-10",-1.02,5.65,450,"1992-04-26 2021-05-10",40.49,17.44,450,"1992-04-26 2021-05-10",4.84,4.02,450,"1992-04-26 2021-05-10",4.49,3.98,450,"1992-04-26 2021-05-10",2.48,5.63,450,"1992-04-26 2021-05-10",2.43,5.57,450,"1992-04-26 2021-05-10",0.06,0.78,450,"1992-04-26 2021-05-10",0.1,0.59,435,"1992-04-26 2021-05-10",17086,8552.78,89,"2016-04-26 2021-05-10"
2022-05-02,5.5,5.87,450,"1992-04-25 2021-05-09",81.59,15.73,450,"1992-04-25 2021-05-09",16.25,5.7,450,"1992-04-25 2021-05-09",25.24,8.23,450,"1992-04-25 2021-05-09",-1.43,5.73,450,"1992-04-25 2021-05-09",40.1,17.25,450,"1992-04-25 2021-05-09",4.5,4,450,"1992-04-25 2021-05-09",4.39,3.94,450,"1992-04-25 2021-05-09",2.48,5.57,450,"1992-04-25 2021-05-09",2.43,5.5,450,"1992-04-25 2021-05-09",0.06,0.78,450,"1992-04-25 2021-05-09",0,0.52,435,"1992-04-25 2021-05-09",16897,8425.94,89,"2016-04-25 2021-05-09"
2022-05-01,5.11,5.86,450,"1992-04-24 2021-05-08",80.99,15.85,450,"1992-04-24 2021-05-08",15.99,5.61,450,"1992-04-24 2021-05-08",25.54,8.14,450,"1992-04-24 2021-05-08",-1.84,5.76,450,"1992-04-24 2021-05-08",39.71,17.46,450,"1992-04-24 2021-05-08",4.16,3.9,450,"1992-04-24 2021-05-08",4.47,3.92,450,"1992-04-24 2021-05-08",2.32,5.25,450,"1992-04-24 2021-05-08",2.26,5.18,450,"1992-04-24 2021-05-08",0.06,0.78,450,"1992-04-24 2021-05-08",0.1,0.52,435,"1992-04-24 2021-05-08",16812,8427.43,89,"2016-04-24 2021-05-08"
2022-04-30,4.87,5.85,450,"1992-04-23 2021-05-07",81.09,15.92,450,"1992-04-23 2021-05-07",15.7,5.58,450,"1992-04-23 2021-05-07",25.99,8.2,450,"1992-04-23 2021-05-07",-2.18,5.75,450,"1992-04-23 2021-05-07",39.58,17.6,450,"1992-04-23 2021-05-07",3.89,3.89,450,"1992-04-23 2021-05-07",4.67,4.19,450,"1992-04-23 2021-05-07",2.32,5.2,450,"1992-04-23 2021-05-07",2.23,5.08,450,"1992-04-23 2021-05-07",0.09,0.91,450,"1992-04-23 2021-05-07",0.1,0.57,435,"1992-04-23 2021-05-07",17113,8512.45,89,"2016-04-23 2021-05-07"
2022-04-29,4.75,5.83,450,"1992-04-22 2021-05-06",81.64,15.71,450,"1992-04-22 2021-05-06",15.36,5.62,450,"1992-04-22 2021-05-06",26.3,8.15,450,"1992-04-22 2021-05-06",-2.31,5.72,450,"1992-04-22 2021-05-06",40.05,17.77,450,"1992-04-22 2021-05-06",3.68,3.88,450,"1992-04-22 2021-05-06",4.83,4.33,450,"1992-04-22 2021-05-06",2.45,5.31,450,"1992-04-22 2021-05-06",2.33,5.14,450,"1992-04-22 2021-05-06",0.12,1.04,450,"1992-04-22 2021-05-06",0.1,0.58,436,"1992-04-22 2021-05-06",17009,8625.24,89,"2016-04-22 2021-05-06"
2022-04-28,4.61,5.86,450,"1992-04-21 2021-05-05",82.03,15.69,450,"1992-04-21 2021-05-05",15.06,5.69,450,"1992-04-21 2021-05-05",26.41,8.22,450,"1992-04-21 2021-05-05",-2.47,5.72,450,"1992-04-21 2021-05-05",40.42,17.9,450,"1992-04-21 2021-05-05",3.45,3.89,450,"1992-04-21 2021-05-05",5,4.45,450,"1992-04-21 2021-05-05",2.53,5.32,450,"1992-04-21 2021-05-05",2.4,5.16,450,"1992-04-21 2021-05-05",0.13,1.05,450,"1992-04-21 2021-05-05",0.1,0.59,437,"1992-04-21 2021-05-05",16568,8524.51,89,"2016-04-21 2021-05-05"
2022-04-27,4.38,5.81,450,"1992-04-20 2021-05-04",82.02,15.71,450,"1992-04-20 2021-05-04",14.74,5.68,450,"1992-04-20 2021-05-04",26.51,8.28,450,"1992-04-20 2021-05-04",-2.73,5.63,450,"1992-04-20 2021-05-04",40.66,18.03,450,"1992-04-20 2021-05-04",3.16,3.81,450,"1992-04-20 2021-05-04",5.14,4.59,450,"1992-04-20 2021-05-04",2.66,5.37,450,"1992-04-20 2021-05-04",2.53,5.21,450,"1992-04-20 2021-05-04",0.13,1.05,450,"1992-04-20 2021-05-04",0.1,0.59,437,"1992-04-20 2021-05-04",16464,8257.8,89,"2016-04-20 2021-05-04"
2022-04-26,4.25,5.78,450,"1992-04-19 2021-05-03",81.93,15.62,450,"1992-04-19 2021-05-03",14.57,5.64,450,"1992-04-19 2021-05-03",26.58,8.32,450,"1992-04-19 2021-05-03",-2.99,5.56,450,"1992-04-19 2021-05-03",40.74,18,450,"1992-04-19 2021-05-03",2.96,3.71,450,"1992-04-19 2021-05-03",5.3,4.61,450,"1992-04-19 2021-05-03",2.71,5.55,450,"1992-04-19 2021-05-03",2.58,5.4,450,"1992-04-19 2021-05-03",0.14,1.05,450,"1992-04-19 2021-05-03",0.1,0.59,437,"1992-04-19 2021-05-03",16225,8533.66,89,"2016-04-19 2021-05-03"
2022-04-25,3.98,5.75,450,"1992-04-18 2021-05-02",81.81,15.49,450,"1992-04-18 2021-05-02",14.35,5.56,450,"1992-04-18 2021-05-02",26.58,8.27,450,"1992-04-18 2021-05-02",-3.28,5.46,450,"1992-04-18 2021-05-02",40.49,17.46,450,"1992-04-18 2021-05-02",2.66,3.62,450,"1992-04-18 2021-05-02",5.33,4.61,450,"1992-04-18 2021-05-02",2.63,5.48,450,"1992-04-18 2021-05-02",2.49,5.32,450,"1992-04-18 2021-05-02",0.15,1.06,450,"1992-04-18 2021-05-02",0.1,0.6,437,"1992-04-18 2021-05-02",16365,8375.91,89,"2016-04-18 2021-05-02"
2022-04-24,3.65,5.85,450,"1992-04-17 2021-05-01",81.32,15.73,450,"1992-04-17 2021-05-01",14.02,5.66,450,"1992-04-17 2021-05-01",26.59,8.38,450,"1992-04-17 2021-05-01",-3.64,5.45,450,"1992-04-17 2021-05-01",40.43,17.62,450,"1992-04-17 2021-05-01",2.39,3.61,450,"1992-04-17 2021-05-01",5.5,4.62,450,"1992-04-17 2021-05-01",2.53,5.36,450,"1992-04-17 2021-05-01",2.38,5.19,450,"1992-04-17 2021-05-01",0.16,1.08,450,"1992-04-17 2021-05-01",0.1,0.61,437,"1992-04-17 2021-05-01",16629,8391.48,89,"2016-04-17 2021-05-01"
2022-04-23,3.39,5.96,450,"1992-04-16 2021-04-30",81.01,15.85,450,"1992-04-16 2021-04-30",13.74,5.69,450,"1992-04-16 2021-04-30",26.8,8.3,450,"1992-04-16 2021-04-30",-3.89,5.61,450,"1992-04-16 2021-04-30",40.62,17.91,450,"1992-04-16 2021-04-30",2.16,3.67,450,"1992-04-16 2021-04-30",5.69,4.7,450,"1992-04-16 2021-04-30",2.61,5.29,450,"1992-04-16 2021-04-30",2.42,5.02,450,"1992-04-16 2021-04-30",0.2,1.27,450,"1992-04-16 2021-04-30",0.1,0.87,437,"1992-04-16 2021-04-30",16885,8412.94,89,"2016-04-16 2021-04-30"
2022-04-22,3.17,6.12,450,"1992-04-15 2021-04-29",80.81,16.17,450,"1992-04-15 2021-04-29",13.54,5.71,450,"1992-04-15 2021-04-29",27.01,8.29,450,"1992-04-15 2021-04-29",-4.14,5.7,450,"1992-04-15 2021-04-29",40.52,17.84,450,"1992-04-15 2021-04-29",1.92,3.7,450,"1992-04-15 2021-04-29",5.7,4.66,450,"1992-04-15 2021-04-29",2.58,5.25,450,"1992-04-15 2021-04-29",2.38,4.96,450,"1992-04-15 2021-04-29",0.2,1.27,450,"1992-04-15 2021-04-29",0.1,0.87,438,"1992-04-15 2021-04-29",16796,8300.51,89,"2016-04-15 2021-04-29"
2022-04-21,3.04,6.14,450,"1992-04-14 2021-04-28",81.12,16.14,450,"1992-04-14 2021-04-28",13.32,5.73,450,"1992-04-14 2021-04-28",27.1,8.29,450,"1992-04-14 2021-04-28",-4.36,5.77,450,"1992-04-14 2021-04-28",40.53,17.91,450,"1992-04-14 2021-04-28",1.76,3.7,450,"1992-04-14 2021-04-28",5.68,4.66,450,"1992-04-14 2021-04-28",2.62,5.35,450,"1992-04-14 2021-04-28",2.42,5.06,450,"1992-04-14 2021-04-28",0.21,1.28,450,"1992-04-14 2021-04-28",0.2,0.95,439,"1992-04-14 2021-04-28",16567,8337.45,90,"2016-04-14 2021-04-28"
2022-04-20,2.96,6.12,450,"1992-04-13 2021-04-27",81.44,16.15,450,"1992-04-13 2021-04-27",13.07,5.78,450,"1992-04-13 2021-04-27",27.07,8.17,450,"1992-04-13 2021-04-27",-4.44,5.77,450,"1992-04-13 2021-04-27",41.01,18.02,450,"1992-04-13 2021-04-27",1.62,3.69,450,"1992-04-13 2021-04-27",5.72,4.64,450,"1992-04-13 2021-04-27",2.63,5.38,450,"1992-04-13 2021-04-27",2.45,5.16,450,"1992-04-13 2021-04-27",0.18,1.06,450,"1992-04-13 2021-04-27",0.3,1.28,439,"1992-04-13 2021-04-27",16534,8198.18,90,"2016-04-13 2021-04-27"
2022-04-19,2.78,6.04,450,"1992-04-12 2021-04-26",81.48,15.93,450,"1992-04-12 2021-04-26",12.85,5.77,450,"1992-04-12 2021-04-26",27.2,8.02,450,"1992-04-12 2021-04-26",-4.62,5.68,450,"1992-04-12 2021-04-26",40.9,18.12,450,"1992-04-12 2021-04-26",1.44,3.69,450,"1992-04-12 2021-04-26",5.78,4.61,450,"1992-04-12 2021-04-26",2.65,5.39,450,"1992-04-12 2021-04-26",2.45,5.14,450,"1992-04-12 2021-04-26",0.21,1.11,450,"1992-04-12 2021-04-26",0.3,1.7,439,"1992-04-12 2021-04-26",16115,8161.44,90,"2016-04-12 2021-04-26"
2022-04-18,2.5,6.08,450,"1992-04-11 2021-04-25",81.32,15.88,450,"1992-04-11 2021-04-25",12.65,5.9,450,"1992-04-11 2021-04-25",27.2,8.2,450,"1992-04-11 2021-04-25",-4.8,5.61,450,"1992-04-11 2021-04-25",40.87,18,450,"1992-04-11 2021-04-25",1.2,3.71,450,"1992-04-11 2021-04-25",5.71,4.64,450,"1992-04-11 2021-04-25",2.69,5.52,450,"1992-04-11 2021-04-25",2.41,5.16,450,"1992-04-11 2021-04-25",0.28,1.51,450,"1992-04-11 2021-04-25",0.4,1.83,439,"1992-04-11 2021-04-25",16061,8127.16,90,"2016-04-11 2021-04-25"
2022-04-17,2.31,6.18,450,"1992-04-10 2021-04-24",81.42,15.82,450,"1992-04-10 2021-04-24",12.43,6,450,"1992-04-10 2021-04-24",27.28,8.19,450,"1992-04-10 2021-04-24",-4.92,5.64,450,"1992-04-10 2021-04-24",40.96,17.99,450,"1992-04-10 2021-04-24",1.04,3.77,450,"1992-04-10 2021-04-24",5.78,4.63,450,"1992-04-10 2021-04-24",2.67,5.64,450,"1992-04-10 2021-04-24",2.39,5.28,450,"1992-04-10 2021-04-24",0.28,1.51,450,"1992-04-10 2021-04-24",0.5,2.01,440,"1992-04-10 2021-04-24",16189,8001.71,90,"2016-04-10 2021-04-24"
2022-04-16,2.14,6.24,450,"1992-04-09 2021-04-23",81.64,15.7,450,"1992-04-09 2021-04-23",12.12,6.07,450,"1992-04-09 2021-04-23",27.19,8.31,450,"1992-04-09 2021-04-23",-5.03,5.67,450,"1992-04-09 2021-04-23",41.34,17.84,450,"1992-04-09 2021-04-23",0.84,3.89,450,"1992-04-09 2021-04-23",5.81,4.73,450,"1992-04-09 2021-04-23",2.67,5.64,450,"1992-04-09 2021-04-23",2.36,5.28,450,"1992-04-09 2021-04-23",0.31,1.58,450,"1992-04-09 2021-04-23",0.6,2.15,440,"1992-04-09 2021-04-23",16058,8029.09,90,"2016-04-09 2021-04-23"
2022-04-15,1.94,6.2,450,"1992-04-08 2021-04-22",81.66,15.64,450,"1992-04-08 2021-04-22",11.74,6.11,450,"1992-04-08 2021-04-22",26.95,8.23,450,"1992-04-08 2021-04-22",-5.18,5.68,450,"1992-04-08 2021-04-22",41.85,17.76,450,"1992-04-08 2021-04-22",0.64,3.95,450,"1992-04-08 2021-04-22",5.65,4.65,450,"1992-04-08 2021-04-22",2.72,5.74,450,"1992-04-08 2021-04-22",2.38,5.29,450,"1992-04-08 2021-04-22",0.35,1.74,450,"1992-04-08 2021-04-22",0.6,2.3,440,"1992-04-08 2021-04-22",15386,7849.18,90,"2016-04-08 2021-04-22"
2022-04-14,1.66,6.16,450,"1992-04-07 2021-04-21",81.46,15.8,450,"1992-04-07 2021-04-21",11.41,6.1,450,"1992-04-07 2021-04-21",26.83,8.21,450,"1992-04-07 2021-04-21",-5.47,5.66,450,"1992-04-07 2021-04-21",41.93,17.85,450,"1992-04-07 2021-04-21",0.39,3.96,450,"1992-04-07 2021-04-21",5.59,4.65,450,"1992-04-07 2021-04-21",2.67,5.66,450,"1992-04-07 2021-04-21",2.34,5.26,450,"1992-04-07 2021-04-21",0.34,1.68,450,"1992-04-07 2021-04-21",0.8,2.63,440,"1992-04-07 2021-04-21",15159,7747.17,90,"2016-04-07 2021-04-21"
2022-04-13,1.24,6.1,450,"1992-04-06 2021-04-20",81.26,15.76,450,"1992-04-06 2021-04-20",10.98,6.16,450,"1992-04-06 2021-04-20",26.68,8.1,450,"1992-04-06 2021-04-20",-5.84,5.69,450,"1992-04-06 2021-04-20",41.89,17.77,450,"1992-04-06 2021-04-20",0.02,4,450,"1992-04-06 2021-04-20",5.51,4.59,450,"1992-04-06 2021-04-20",2.71,5.85,450,"1992-04-06 2021-04-20",2.3,5.39,450,"1992-04-06 2021-04-20",0.41,1.9,450,"1992-04-06 2021-04-20",1,2.9,440,"1992-04-06 2021-04-20",15120,7826.51,90,"2016-04-06 2021-04-20"
2022-04-12,0.89,6.25,450,"1992-04-05 2021-04-19",81.14,15.79,450,"1992-04-05 2021-04-19",10.48,6.23,450,"1992-04-05 2021-04-19",26.84,8.21,450,"1992-04-05 2021-04-19",-6.21,5.82,450,"1992-04-05 2021-04-19",41.86,17.36,450,"1992-04-05 2021-04-19",-0.32,4.15,450,"1992-04-05 2021-04-19",5.55,4.6,450,"1992-04-05 2021-04-19",2.51,5.54,450,"1992-04-05 2021-04-19",2.05,5.01,450,"1992-04-05 2021-04-19",0.47,2.02,450,"1992-04-05 2021-04-19",1.2,3.28,441,"1992-04-05 2021-04-19",15135,7751.97,90,"2016-04-05 2021-04-19"
2022-04-11,0.54,6.23,450,"1992-04-04 2021-04-18",81.22,16.04,450,"1992-04-04 2021-04-18",9.89,6.1,450,"1992-04-04 2021-04-18",27.14,8.33,450,"1992-04-04 2021-04-18",-6.55,5.91,450,"1992-04-04 2021-04-18",42.2,17.47,450,"1992-04-04 2021-04-18",-0.66,4.17,450,"1992-04-04 2021-04-18",5.57,4.6,450,"1992-04-04 2021-04-18",2.69,5.71,450,"1992-04-04 2021-04-18",2.19,5.16,450,"1992-04-04 2021-04-18",0.52,2.08,450,"1992-04-04 2021-04-18",1.5,3.86,442,"1992-04-04 2021-04-18",15470,7589.68,90,"2016-04-04 2021-04-18"
2022-04-10,0.36,6.27,450,"1992-04-03 2021-04-17",81.26,16.08,450,"1992-04-03 2021-04-17",9.49,6.07,450,"1992-04-03 2021-04-17",27.32,8.4,450,"1992-04-03 2021-04-17",-6.73,5.98,450,"1992-04-03 2021-04-17",42.66,17.73,450,"1992-04-03 2021-04-17",-0.84,4.17,450,"1992-04-03 2021-04-17",5.59,4.57,450,"1992-04-03 2021-04-17",2.75,5.73,450,"1992-04-03 2021-04-17",2.25,5.2,450,"1992-04-03 2021-04-17",0.52,2.09,450,"1992-04-03 2021-04-17",1.8,4.53,443,"1992-04-03 2021-04-17",15509,7526.2,90,"2016-04-03 2021-04-17"
2022-04-09,0.18,6.2,450,"1992-04-02 2021-04-16",81.66,15.82,450,"1992-04-02 2021-04-16",9.25,5.93,450,"1992-04-02 2021-04-16",27.36,8.4,450,"1992-04-02 2021-04-16",-6.95,5.93,450,"1992-04-02 2021-04-16",42.5,17.4,450,"1992-04-02 2021-04-16",-1.07,4.1,450,"1992-04-02 2021-04-16",5.53,4.58,450,"1992-04-02 2021-04-16",2.87,6.1,450,"1992-04-02 2021-04-16",2.35,5.6,450,"1992-04-02 2021-04-16",0.53,2.11,450,"1992-04-02 2021-04-16",2.1,5.28,444,"1992-04-02 2021-04-16",15473,7389.96,90,"2016-04-02 2021-04-16"
2022-04-08,0.02,6.06,450,"1992-04-01 2021-04-15",81.89,15.65,450,"1992-04-01 2021-04-15",8.86,5.75,450,"1992-04-01 2021-04-15",27.33,8.53,450,"1992-04-01 2021-04-15",-7.12,5.77,450,"1992-04-01 2021-04-15",42.9,17.11,450,"1992-04-01 2021-04-15",-1.3,3.97,450,"1992-04-01 2021-04-15",5.53,4.61,450,"1992-04-01 2021-04-15",2.69,5.87,450,"1992-04-01 2021-04-15",2.16,5.39,450,"1992-04-01 2021-04-15",0.55,2.12,450,"1992-04-01 2021-04-15",2.5,6,445,"1992-04-01 2021-04-15",15650,7041.4,90,"2016-04-01 2021-04-15"
2022-04-07,-0.06,5.99,450,"1992-03-31 2021-04-14",82.37,15.27,450,"1992-03-31 2021-04-14",8.58,5.62,450,"1992-03-31 2021-04-14",27.12,8.39,450,"1992-03-31 2021-04-14",-7.17,5.7,450,"1992-03-31 2021-04-14",43.33,17.01,450,"1992-03-31 2021-04-14",-1.41,3.87,450,"1992-03-31 2021-04-14",5.59,4.64,450,"1992-03-31 2021-04-14",2.64,5.78,450,"1992-03-31 2021-04-14",2.08,5.3,450,"1992-03-31 2021-04-14",0.6,2.2,450,"1992-03-31 2021-04-14",2.9,6.78,445,"1992-03-31 2021-04-14",15395,7126.39,90,"2016-03-31 2021-04-14"
2022-04-06,-0.13,5.99,450,"1992-03-30 2021-04-13",82.54,15.13,450,"1992-03-30 2021-04-13",8.32,5.55,450,"1992-03-30 2021-04-13",26.98,8.37,450,"1992-03-30 2021-04-13",-7.21,5.66,450,"1992-03-30 2021-04-13",43.9,16.95,450,"1992-03-30 2021-04-13",-1.55,3.84,450,"1992-03-30 2021-04-13",5.68,4.69,450,"1992-03-30 2021-04-13",2.69,5.77,450,"1992-03-30 2021-04-13",2.11,5.28,450,"1992-03-30 2021-04-13",0.63,2.24,450,"1992-03-30 2021-04-13",3.3,7.39,445,"1992-03-30 2021-04-13",15222,7119.6,90,"2016-03-30 2021-04-13"
2022-04-05,-0.29,5.88,450,"1992-03-29 2021-04-12",82.32,15.11,450,"1992-03-29 2021-04-12",8.11,5.47,450,"1992-03-29 2021-04-12",27.06,8.38,450,"1992-03-29 2021-04-12",-7.34,5.6,450,"1992-03-29 2021-04-12",44.15,16.69,450,"1992-03-29 2021-04-12",-1.67,3.83,450,"1992-03-29 2021-04-12",5.66,4.78,450,"1992-03-29 2021-04-12",2.63,5.67,450,"1992-03-29 2021-04-12",2.05,5.17,450,"1992-03-29 2021-04-12",0.63,2.24,450,"1992-03-29 2021-04-12",3.7,8.01,446,"1992-03-29 2021-04-12",14985,7068.71,90,"2016-03-29 2021-04-12"
2022-04-04,-0.41,5.89,450,"1992-03-28 2021-04-11",82.41,15.12,450,"1992-03-28 2021-04-11",7.89,5.41,450,"1992-03-28 2021-04-11",26.83,8.52,450,"1992-03-28 2021-04-11",-7.36,5.68,450,"1992-03-28 2021-04-11",44.81,16.87,450,"1992-03-28 2021-04-11",-1.79,3.87,450,"1992-03-28 2021-04-11",5.55,4.82,450,"1992-03-28 2021-04-11",2.68,5.92,450,"1992-03-28 2021-04-11",2.13,5.46,450,"1992-03-28 2021-04-11",0.6,2.21,450,"1992-03-28 2021-04-11",4.3,8.8,447,"1992-03-28 2021-04-11",14514,7392.35,90,"2016-03-28 2021-04-11"
